ticket_id,created_at,channel,region,category,subcategory,priority,status,first_response_time_min,resolution_time_hours,csat_score,agent_team,sla_breached,ai_generated_summary
TCK-100569,2025-11-24 23:00:00,Email,Brazil,Refund Request,refund denied,Low,Resolved,189,21.97,3.6,Tier 2,1,Ticket about refund denied. Customer contacted via Email in Brazil. Priority low. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100570,2026-03-26 08:00:00,Email,Spain,Cancellation,policy dispute,Urgent,Resolved,164,6.71,3.1,Guest Support,1,Ticket about policy dispute. Customer contacted via Email in Spain. Priority urgent. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100571,2026-03-10 21:00:00,Chat,Portugal,Cancellation,guest cancellation,Medium,Escalated,22,9.74,2.7,Tier 2,0,Ticket about guest cancellation. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100572,2026-03-24 08:00:00,Phone,Portugal,Check-in Problem,late check-in,Medium,Resolved,12,4.82,4.1,Host Support,0,Ticket about late check-in. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100573,2026-02-09 13:00:00,Email,Mexico,Refund Request,refund delay,Medium,Escalated,151,18.42,3.6,Host Support,1,Ticket about refund delay. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100574,2025-11-21 01:00:00,Chat,Portugal,Payment & Card,card declined,Urgent,Pending,10,10.93,4.0,Guest Support,0,Ticket about card declined. Customer contacted via Chat in Portugal. Priority urgent. Suggested root cause: card declined. Recommended action: expedite specialist review.
TCK-100575,2026-03-21 19:00:00,WhatsApp,Mexico,Booking Issue,duplicate booking,Urgent,Resolved,30,7.65,3.5,Tier 1,0,Ticket about duplicate booking. Customer contacted via WhatsApp in Mexico. Priority urgent. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100576,2026-02-25 06:00:00,Phone,US,Payment & Card,chargeback,High,Resolved,11,10.72,4.8,Host Support,0,Ticket about chargeback. Customer contacted via Phone in US. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100577,2026-02-08 03:00:00,Email,Portugal,Check-in Problem,host unavailable,Low,Resolved,187,11.54,3.6,Tier 2,1,Ticket about host unavailable. Customer contacted via Email in Portugal. Priority low. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100578,2025-10-29 14:00:00,WhatsApp,Spain,Check-in Problem,host unavailable,Medium,Resolved,31,5.96,4.0,Tier 1,0,Ticket about host unavailable. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100579,2026-03-28 08:00:00,Email,Portugal,Booking Issue,pricing mismatch,High,Resolved,146,4.09,3.1,Payments Desk,1,Ticket about pricing mismatch. Customer contacted via Email in Portugal. Priority high. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100580,2026-02-17 13:00:00,Chat,Portugal,Check-in Problem,late check-in,High,Resolved,10,7.19,5.0,Guest Support,0,Ticket about late check-in. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100581,2026-02-22 13:00:00,Phone,Portugal,Payment & Card,chargeback,High,Resolved,8,11.53,4.2,Guest Support,0,Ticket about chargeback. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100582,2026-03-14 16:00:00,WhatsApp,Spain,Refund Request,partial refund,Urgent,Pending,34,10.56,4.4,Host Support,0,Ticket about partial refund. Customer contacted via WhatsApp in Spain. Priority urgent. Suggested root cause: partial refund. Recommended action: expedite specialist review.
TCK-100583,2025-11-17 03:00:00,Chat,Portugal,Account Access,password reset,High,Open,19,4.5,4.3,Tier 1,0,Ticket about password reset. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100584,2025-12-13 04:00:00,Phone,Brazil,Payment & Card,chargeback,Medium,Pending,12,8.05,4.7,Tier 1,0,Ticket about chargeback. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100585,2025-11-24 20:00:00,Email,US,Cancellation,policy dispute,High,Resolved,96,4.47,4.6,Guest Support,1,Ticket about policy dispute. Customer contacted via Email in US. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100586,2026-02-26 14:00:00,Phone,Mexico,Booking Issue,duplicate booking,Medium,Pending,13,8.7,4.9,Host Support,0,Ticket about duplicate booking. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100587,2026-02-14 18:00:00,Phone,Brazil,Payment & Card,double charge,Low,Escalated,16,20.39,4.3,Tier 2,1,Ticket about double charge. Customer contacted via Phone in Brazil. Priority low. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100588,2026-03-18 17:00:00,Chat,Brazil,Cancellation,guest cancellation,Medium,Resolved,21,10.17,3.1,Guest Support,0,Ticket about guest cancellation. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100589,2026-03-24 06:00:00,Chat,Brazil,Payment & Card,double charge,Low,Resolved,21,15.64,4.3,Tier 2,1,Ticket about double charge. Customer contacted via Chat in Brazil. Priority low. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100590,2025-10-01 02:00:00,Phone,Portugal,Refund Request,refund delay,Medium,Resolved,9,18.27,3.9,Guest Support,1,Ticket about refund delay. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100591,2025-12-08 08:00:00,Email,US,Payment & Card,card declined,Medium,Pending,141,17.73,2.7,Guest Support,1,Ticket about card declined. Customer contacted via Email in US. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100592,2026-01-27 19:00:00,Chat,Brazil,Check-in Problem,access code not working,Urgent,Resolved,13,2.57,3.3,Host Support,0,Ticket about access code not working. Customer contacted via Chat in Brazil. Priority urgent. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100593,2025-10-02 14:00:00,WhatsApp,Brazil,Check-in Problem,late check-in,Low,Resolved,38,7.42,3.9,Payments Desk,0,Ticket about late check-in. Customer contacted via WhatsApp in Brazil. Priority low. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100594,2026-01-25 01:00:00,Phone,Brazil,Booking Issue,pricing mismatch,High,Resolved,6,4.56,4.1,Host Support,0,Ticket about pricing mismatch. Customer contacted via Phone in Brazil. Priority high. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100595,2026-02-06 17:00:00,Chat,Spain,Payment & Card,chargeback,Urgent,Resolved,5,11.47,4.3,Host Support,0,Ticket about chargeback. Customer contacted via Chat in Spain. Priority urgent. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100596,2025-10-10 08:00:00,Phone,US,Cancellation,guest cancellation,Medium,Escalated,6,9.32,3.7,Tier 2,0,Ticket about guest cancellation. Customer contacted via Phone in US. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100597,2025-12-18 11:00:00,Phone,Brazil,Check-in Problem,access code not working,Medium,Pending,10,8.95,2.9,Payments Desk,0,Ticket about access code not working. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100598,2025-12-24 17:00:00,WhatsApp,Spain,Check-in Problem,late check-in,Low,Open,44,7.15,4.7,Host Support,0,Ticket about late check-in. Customer contacted via WhatsApp in Spain. Priority low. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100599,2026-01-16 03:00:00,Phone,Mexico,Check-in Problem,late check-in,Urgent,Resolved,7,2.55,4.0,Tier 2,0,Ticket about late check-in. Customer contacted via Phone in Mexico. Priority urgent. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100600,2026-03-20 07:00:00,Chat,Mexico,Account Access,password reset,High,Resolved,11,5.77,4.2,Tier 2,0,Ticket about password reset. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100601,2025-12-25 05:00:00,Chat,US,Payment & Card,chargeback,Low,Resolved,31,17.37,3.0,Host Support,1,Ticket about chargeback. Customer contacted via Chat in US. Priority low. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100602,2025-10-03 06:00:00,WhatsApp,Spain,Payment & Card,card declined,Medium,Resolved,21,10.03,3.1,Guest Support,0,Ticket about card declined. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100603,2026-01-02 18:00:00,Phone,Portugal,Cancellation,guest cancellation,Medium,Pending,10,11.12,3.1,Tier 1,0,Ticket about guest cancellation. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100604,2026-03-29 10:00:00,Email,Brazil,Cancellation,host cancellation,Medium,Escalated,171,8.94,3.9,Tier 2,1,Ticket about host cancellation. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100605,2026-03-06 01:00:00,WhatsApp,Spain,Booking Issue,pricing mismatch,High,Resolved,43,9.62,4.0,Tier 2,0,Ticket about pricing mismatch. Customer contacted via WhatsApp in Spain. Priority high. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100606,2026-02-07 12:00:00,Phone,Spain,Payment & Card,card declined,Medium,Resolved,7,9.27,3.7,Guest Support,0,Ticket about card declined. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100607,2025-12-29 17:00:00,WhatsApp,Brazil,Refund Request,partial refund,Medium,Resolved,33,15.83,3.4,Host Support,1,Ticket about partial refund. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100608,2025-12-11 20:00:00,Phone,Spain,Cancellation,policy dispute,High,Resolved,8,8.01,3.7,Tier 2,0,Ticket about policy dispute. Customer contacted via Phone in Spain. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100609,2025-11-14 18:00:00,Chat,US,Payment & Card,double charge,High,Escalated,16,12.87,2.7,Guest Support,1,Ticket about double charge. Customer contacted via Chat in US. Priority high. Suggested root cause: double charge. Recommended action: expedite specialist review.
TCK-100610,2026-02-25 12:00:00,Chat,Mexico,Cancellation,guest cancellation,Medium,Resolved,24,9.78,4.2,Host Support,0,Ticket about guest cancellation. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100611,2026-03-20 12:00:00,Phone,Portugal,Refund Request,refund denied,Medium,Pending,11,18.51,4.2,Guest Support,1,Ticket about refund denied. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100612,2025-10-17 06:00:00,Chat,US,Cancellation,guest cancellation,Medium,Resolved,19,8.65,4.5,Tier 1,0,Ticket about guest cancellation. Customer contacted via Chat in US. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100613,2026-03-03 13:00:00,Phone,Spain,Account Access,2fa issue,Medium,Resolved,7,4.24,4.2,Payments Desk,0,Ticket about 2fa issue. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100614,2026-01-26 11:00:00,Email,Spain,Booking Issue,payment failure,High,Open,111,7.37,2.9,Tier 2,1,Ticket about payment failure. Customer contacted via Email in Spain. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100615,2025-11-29 13:00:00,Phone,Brazil,Check-in Problem,access code not working,Medium,Resolved,8,6.2,4.3,Tier 1,0,Ticket about access code not working. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100616,2026-02-08 01:00:00,WhatsApp,Mexico,Payment & Card,chargeback,High,Pending,20,14.68,2.9,Payments Desk,1,Ticket about chargeback. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100617,2026-02-21 23:00:00,WhatsApp,US,Account Access,account locked,Low,Resolved,52,5.94,3.7,Payments Desk,0,Ticket about account locked. Customer contacted via WhatsApp in US. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100618,2026-01-17 03:00:00,Phone,Brazil,Account Access,2fa issue,High,Resolved,12,0.77,4.8,Host Support,0,Ticket about 2fa issue. Customer contacted via Phone in Brazil. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100619,2026-02-01 23:00:00,WhatsApp,Portugal,Account Access,account locked,Low,Pending,52,3.52,5.0,Tier 2,0,Ticket about account locked. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100620,2025-12-20 02:00:00,Email,Mexico,Account Access,2fa issue,Low,Resolved,166,5.64,4.0,Tier 1,1,Ticket about 2fa issue. Customer contacted via Email in Mexico. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100621,2026-03-11 12:00:00,Email,Portugal,Payment & Card,card declined,Medium,Open,135,15.78,3.7,Tier 1,1,Ticket about card declined. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100622,2025-12-29 14:00:00,Email,Portugal,Payment & Card,card declined,Medium,Resolved,78,16.87,2.3,Payments Desk,1,Ticket about card declined. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100623,2026-03-01 06:00:00,Chat,Brazil,Account Access,password reset,High,Resolved,19,5.88,3.4,Payments Desk,0,Ticket about password reset. Customer contacted via Chat in Brazil. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100624,2026-01-20 00:00:00,Phone,Brazil,Cancellation,host cancellation,Medium,Open,8,7.57,4.0,Guest Support,0,Ticket about host cancellation. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100625,2025-11-30 10:00:00,WhatsApp,Brazil,Payment & Card,double charge,Medium,Pending,32,15.72,4.3,Guest Support,1,Ticket about double charge. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100626,2026-01-14 16:00:00,Chat,US,Check-in Problem,access code not working,Medium,Resolved,24,4.76,4.1,Payments Desk,0,Ticket about access code not working. Customer contacted via Chat in US. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100627,2025-11-23 03:00:00,Email,Brazil,Check-in Problem,late check-in,High,Pending,60,3.33,4.9,Payments Desk,0,Ticket about late check-in. Customer contacted via Email in Brazil. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100628,2026-01-06 21:00:00,Email,Portugal,Cancellation,policy dispute,Urgent,Resolved,154,4.28,3.4,Tier 1,1,Ticket about policy dispute. Customer contacted via Email in Portugal. Priority urgent. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100629,2026-02-24 22:00:00,Chat,US,Check-in Problem,host unavailable,Medium,Resolved,17,6.62,3.6,Guest Support,0,Ticket about host unavailable. Customer contacted via Chat in US. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100630,2026-02-27 04:00:00,Chat,Portugal,Cancellation,guest cancellation,High,Resolved,17,7.46,4.2,Tier 1,0,Ticket about guest cancellation. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: guest cancellation. Recommended action: expedite specialist review.
TCK-100631,2026-02-22 02:00:00,Phone,Spain,Account Access,password reset,High,Resolved,9,3.41,3.9,Payments Desk,0,Ticket about password reset. Customer contacted via Phone in Spain. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100632,2026-02-18 22:00:00,Chat,Mexico,Refund Request,refund delay,Medium,Pending,17,17.81,3.2,Guest Support,1,Ticket about refund delay. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100633,2026-03-04 13:00:00,WhatsApp,Mexico,Check-in Problem,host unavailable,Medium,Resolved,32,9.52,4.6,Guest Support,0,Ticket about host unavailable. Customer contacted via WhatsApp in Mexico. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100634,2025-10-08 13:00:00,Phone,Spain,Refund Request,refund delay,Low,Resolved,11,24.03,3.3,Tier 1,1,Ticket about refund delay. Customer contacted via Phone in Spain. Priority low. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100635,2025-12-19 11:00:00,Email,Portugal,Booking Issue,duplicate booking,Medium,Resolved,181,9.81,3.7,Host Support,1,Ticket about duplicate booking. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100636,2026-02-04 18:00:00,Email,Spain,Cancellation,policy dispute,Low,Pending,190,9.04,3.0,Tier 2,1,Ticket about policy dispute. Customer contacted via Email in Spain. Priority low. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100637,2025-10-20 03:00:00,Email,Brazil,Check-in Problem,access code not working,Medium,Resolved,98,6.31,5.0,Payments Desk,1,Ticket about access code not working. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100638,2026-02-08 05:00:00,Chat,Portugal,Booking Issue,duplicate booking,High,Resolved,25,9.05,4.6,Tier 1,0,Ticket about duplicate booking. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100639,2025-12-07 23:00:00,Email,Brazil,Cancellation,policy dispute,High,Resolved,55,7.31,3.6,Host Support,0,Ticket about policy dispute. Customer contacted via Email in Brazil. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100640,2026-01-15 12:00:00,Email,Brazil,Check-in Problem,late check-in,Medium,Resolved,118,5.63,3.9,Payments Desk,1,Ticket about late check-in. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100641,2025-12-07 19:00:00,Chat,US,Check-in Problem,late check-in,Medium,Resolved,9,7.65,3.4,Tier 1,0,Ticket about late check-in. Customer contacted via Chat in US. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100642,2025-11-27 03:00:00,Email,Portugal,Check-in Problem,host unavailable,High,Resolved,127,9.66,3.2,Tier 1,1,Ticket about host unavailable. Customer contacted via Email in Portugal. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100643,2026-03-12 05:00:00,Chat,Spain,Account Access,account locked,High,Resolved,3,2.77,5.0,Host Support,0,Ticket about account locked. Customer contacted via Chat in Spain. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100644,2025-11-01 04:00:00,Phone,US,Account Access,account locked,Low,Resolved,17,2.29,4.5,Guest Support,0,Ticket about account locked. Customer contacted via Phone in US. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100645,2025-11-06 15:00:00,Chat,Spain,Refund Request,partial refund,Urgent,Escalated,10,12.37,4.3,Payments Desk,1,Ticket about partial refund. Customer contacted via Chat in Spain. Priority urgent. Suggested root cause: partial refund. Recommended action: expedite specialist review.
TCK-100646,2026-02-27 17:00:00,Email,Portugal,Account Access,password reset,Medium,Resolved,87,4.56,4.5,Tier 1,1,Ticket about password reset. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100647,2026-03-15 15:00:00,Phone,Brazil,Account Access,2fa issue,High,Resolved,11,3.62,4.4,Tier 2,0,Ticket about 2fa issue. Customer contacted via Phone in Brazil. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100648,2026-01-27 16:00:00,WhatsApp,Spain,Check-in Problem,host unavailable,High,Resolved,26,5.69,4.0,Guest Support,0,Ticket about host unavailable. Customer contacted via WhatsApp in Spain. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100649,2025-11-24 17:00:00,Chat,Portugal,Booking Issue,pricing mismatch,Medium,Resolved,20,8.19,4.5,Payments Desk,0,Ticket about pricing mismatch. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: pricing mismatch. Recommended action: standard troubleshooting.
TCK-100650,2026-03-04 23:00:00,WhatsApp,Mexico,Booking Issue,pricing mismatch,High,Pending,29,10.13,4.2,Payments Desk,0,Ticket about pricing mismatch. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100651,2025-12-21 12:00:00,Email,Brazil,Check-in Problem,host unavailable,High,Resolved,56,7.88,3.6,Host Support,0,Ticket about host unavailable. Customer contacted via Email in Brazil. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100652,2025-11-22 14:00:00,Phone,Portugal,Payment & Card,chargeback,High,Resolved,6,10.59,5.0,Guest Support,0,Ticket about chargeback. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100653,2025-10-23 18:00:00,Chat,US,Booking Issue,duplicate booking,Medium,Resolved,8,15.9,4.9,Tier 1,1,Ticket about duplicate booking. Customer contacted via Chat in US. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100654,2025-10-11 20:00:00,WhatsApp,Portugal,Payment & Card,double charge,Medium,Pending,36,13.88,3.7,Payments Desk,1,Ticket about double charge. Customer contacted via WhatsApp in Portugal. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100655,2025-10-17 18:00:00,Email,US,Check-in Problem,late check-in,Urgent,Resolved,116,5.62,4.6,Host Support,1,Ticket about late check-in. Customer contacted via Email in US. Priority urgent. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100656,2025-10-28 07:00:00,Email,Spain,Cancellation,policy dispute,Medium,Open,143,9.57,3.7,Host Support,1,Ticket about policy dispute. Customer contacted via Email in Spain. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100657,2026-02-03 23:00:00,Phone,Brazil,Account Access,password reset,Low,Resolved,12,7.49,4.6,Payments Desk,0,Ticket about password reset. Customer contacted via Phone in Brazil. Priority low. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100658,2025-10-27 14:00:00,Email,US,Refund Request,refund denied,High,Resolved,16,16.74,3.6,Tier 2,1,Ticket about refund denied. Customer contacted via Email in US. Priority high. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100659,2025-12-05 22:00:00,Chat,Brazil,Payment & Card,double charge,Medium,Resolved,17,13.15,4.3,Guest Support,1,Ticket about double charge. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100660,2026-02-19 17:00:00,Phone,Portugal,Account Access,password reset,High,Resolved,10,1.7,4.5,Tier 1,0,Ticket about password reset. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100661,2025-11-26 22:00:00,WhatsApp,Brazil,Refund Request,refund denied,Medium,Resolved,26,14.96,3.1,Guest Support,1,Ticket about refund denied. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100662,2026-03-01 05:00:00,Phone,Spain,Check-in Problem,access code not working,Medium,Pending,12,8.1,4.6,Payments Desk,0,Ticket about access code not working. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100663,2025-12-22 03:00:00,Chat,Portugal,Payment & Card,double charge,High,Open,18,13.04,3.1,Payments Desk,1,Ticket about double charge. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: double charge. Recommended action: expedite specialist review.
TCK-100664,2026-01-31 21:00:00,WhatsApp,US,Cancellation,host cancellation,High,Open,33,10.26,4.7,Guest Support,0,Ticket about host cancellation. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100665,2025-10-06 13:00:00,Phone,US,Payment & Card,card declined,Medium,Resolved,12,15.56,3.7,Payments Desk,1,Ticket about card declined. Customer contacted via Phone in US. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100666,2025-10-08 09:00:00,Chat,US,Account Access,2fa issue,Low,Resolved,27,4.94,3.6,Tier 2,0,Ticket about 2fa issue. Customer contacted via Chat in US. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100667,2025-12-30 10:00:00,Chat,Mexico,Check-in Problem,host unavailable,Medium,Resolved,17,4.36,3.7,Guest Support,0,Ticket about host unavailable. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100668,2026-02-14 11:00:00,Email,Spain,Payment & Card,card declined,High,Resolved,113,10.16,4.0,Guest Support,1,Ticket about card declined. Customer contacted via Email in Spain. Priority high. Suggested root cause: card declined. Recommended action: expedite specialist review.
TCK-100669,2025-11-02 13:00:00,Phone,US,Payment & Card,double charge,High,Pending,3,12.37,3.5,Tier 1,1,Ticket about double charge. Customer contacted via Phone in US. Priority high. Suggested root cause: double charge. Recommended action: expedite specialist review.
TCK-100670,2025-10-20 02:00:00,WhatsApp,Portugal,Check-in Problem,access code not working,Urgent,Resolved,17,5.65,4.9,Tier 2,0,Ticket about access code not working. Customer contacted via WhatsApp in Portugal. Priority urgent. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100671,2025-10-04 21:00:00,WhatsApp,US,Account Access,account locked,Medium,Resolved,20,2.32,3.7,Guest Support,0,Ticket about account locked. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100672,2025-11-21 01:00:00,Chat,Mexico,Check-in Problem,host unavailable,Low,Pending,18,9.32,4.1,Host Support,0,Ticket about host unavailable. Customer contacted via Chat in Mexico. Priority low. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100673,2026-03-02 02:00:00,Email,Mexico,Payment & Card,double charge,Medium,Escalated,130,9.59,4.2,Tier 2,1,Ticket about double charge. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100674,2025-11-15 02:00:00,WhatsApp,Brazil,Check-in Problem,late check-in,High,Resolved,18,5.23,4.4,Payments Desk,0,Ticket about late check-in. Customer contacted via WhatsApp in Brazil. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100675,2025-10-30 00:00:00,WhatsApp,Mexico,Cancellation,policy dispute,High,Resolved,41,5.62,2.1,Tier 2,0,Ticket about policy dispute. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100676,2026-03-16 12:00:00,Chat,Brazil,Cancellation,policy dispute,Medium,Pending,18,13.96,5.0,Tier 2,1,Ticket about policy dispute. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100677,2025-12-22 17:00:00,WhatsApp,Spain,Booking Issue,payment failure,High,Resolved,31,6.57,4.8,Tier 1,0,Ticket about payment failure. Customer contacted via WhatsApp in Spain. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
